Order ID,Order Date,Ship Date,Ship Mode,Order Priority
MX-2014-CM1271582-41885,9/3/2018,9/5/2018,First Class,Critical
CA-2013-KH16630140-41307,2/2/2017,2/4/2017,Second Class,Medium
GH-2015-JD606049-42172,6/17/2019,6/19/2019,First Class,Critical
MO-2012-KD634586-41236,11/23/2016,11/30/2016,Standard Class,Medium
IN-2015-CD1228058-42197,7/12/2019,7/13/2019,First Class,Medium
US-2013-DR129405-41605,11/27/2017,12/1/2017,Standard Class,High
ES-2015-CS118608-42292,10/15/2019,10/17/2019,Second Class,Critical
IN-2015-AF1088558-42222,8/6/2019,8/9/2019,Second Class,High
MX-2015-SZ2003536-42216,7/31/2019,8/4/2019,Standard Class,Medium
MX-2014-CS1225093-41854,8/3/2018,8/10/2018,Standard Class,Low
US-2015-SP2065018-42173,6/18/2019,6/25/2019,Standard Class,Medium
IR-2014-BS166560-41807,6/17/2018,6/18/2018,First Class,Medium
IN-2015-AC1045058-42311,11/3/2019,11/7/2019,Standard Class,Medium
ES-2013-CK1220564-41422,5/28/2017,5/31/2017,First Class,Critical
ID-2015-SB2018559-42295,10/18/2019,10/25/2019,Standard Class,Medium
CA-2014-LC16870140-41864,8/13/2018,8/13/2018,Same Day,Critical
IT-2012-MS17830139-41103,7/13/2016,7/14/2016,First Class,Critical
IT-2014-CD1198048-41997,12/24/2018,12/28/2018,Second Class,Medium
KE-2014-KD634569-41954,11/11/2018,11/16/2018,Standard Class,Medium
NI-2015-ME732095-42165,6/10/2019,6/15/2019,Standard Class,Medium
ES-2015-MM1792045-42199,7/14/2019,7/18/2019,Second Class,High
MX-2015-CM1216093-42158,6/3/2019,6/5/2019,First Class,High
IN-2015-DB1306027-42353,12/15/2019,12/17/2019,Second Class,High
IT-2015-JD1589591-42363,12/25/2019,1/1/2020,Standard Class,Low
CA-2012-LD17005140-41180,9/28/2016,10/2/2016,Second Class,High
MO-2013-KD661586-41544,9/27/2017,10/2/2017,Standard Class,High
MX-2012-HL1504093-40929,1/21/2016,1/27/2016,Standard Class,Low
MX-2013-LH1690018-41489,8/3/2017,8/5/2017,First Class,Medium
CA-2015-LT17110140-42262,9/15/2019,9/15/2019,Same Day,High
IN-2013-BT1153058-41331,2/26/2017,3/4/2017,Standard Class,Medium
IN-2015-RO1978092-42248,9/1/2019,9/7/2019,Standard Class,Medium
IN-2012-MG1820558-40962,2/23/2016,2/26/2016,First Class,High
SU-2013-AP915122-41598,11/20/2017,11/23/2017,Second Class,Medium
ES-2013-AG1052564-41354,3/21/2017,3/25/2017,Standard Class,Medium
MX-2014-TT2122051-41727,3/29/2018,4/1/2018,Second Class,High
IN-2015-CY1274558-42300,10/23/2019,10/25/2019,First Class,Critical
MX-2015-SJ2021582-42179,6/24/2019,6/26/2019,Second Class,High
MX-2014-PB1880593-41942,10/30/2018,11/5/2018,Standard Class,Low
CA-2015-JM526523-42249,9/2/2019,9/6/2019,Standard Class,High
MX-2013-JL15505141-41447,6/22/2017,6/28/2017,Standard Class,Medium
CA-2012-AS10090140-41173,9/21/2016,9/28/2016,Standard Class,Medium
MX-2015-AB1060082-42285,10/8/2019,10/10/2019,Second Class,Medium
CA-2013-MB17305140-41633,12/25/2017,12/31/2017,Standard Class,Medium
SF-2014-RW9540117-41942,10/30/2018,11/4/2018,Second Class,High
MO-2014-PV898586-41838,7/18/2018,7/23/2018,Second Class,Medium
MX-2014-SP2086082-41930,10/18/2018,10/22/2018,Standard Class,High
CA-2014-AB10105140-41991,12/18/2018,12/22/2018,Standard Class,Medium
CA-2012-ML17395140-41124,8/3/2016,8/7/2016,Standard Class,High
IN-2014-NF1847527-41741,4/12/2018,4/14/2018,First Class,Critical
IN-2014-MR1754558-41954,11/11/2018,11/11/2018,Same Day,Critical
IT-2013-CB1241548-41560,10/13/2017,10/17/2017,Standard Class,High
MX-2015-RB1936018-42142,5/18/2019,5/23/2019,Standard Class,Medium
IN-2015-RA1988527-42034,1/30/2019,2/3/2019,Standard Class,High
ES-2015-TG21640139-42157,6/2/2019,6/5/2019,Second Class,Medium
CA-2015-AB10105140-42161,6/6/2019,6/7/2019,First Class,High
CA-2015-AB10105140-42328,11/20/2019,11/24/2019,Standard Class,Medium
ID-2014-EM1396058-41901,9/19/2018,9/23/2018,Standard Class,High
SF-2014-MF7665117-41958,11/15/2018,11/17/2018,First Class,High
IN-2013-PB1915027-41397,5/3/2017,5/8/2017,Second Class,Medium
MX-2014-BO1142582-41958,11/15/2018,11/19/2018,Standard Class,High
CA-2014-MF17665140-41648,1/9/2018,1/13/2018,Second Class,Medium
CA-2015-AB10105140-42143,5/19/2019,5/21/2019,First Class,Medium
ID-2015-KM16720102-42255,9/8/2019,9/11/2019,First Class,Medium
ES-2014-SV2078545-41807,6/17/2018,6/19/2018,First Class,High
MX-2014-JE1547554-41940,10/28/2018,10/30/2018,Second Class,High
IN-2015-CS121307-42266,9/19/2019,9/21/2019,Second Class,High
US-2014-AB10105140-41908,9/26/2018,10/1/2018,Standard Class,Medium
ES-2014-FH14350139-41777,5/18/2018,5/21/2018,Second Class,High
CA-2013-MT17815140-41584,11/6/2017,11/9/2017,First Class,Medium
ID-2014-JE1616559-41856,8/5/2018,8/7/2018,First Class,Critical
ES-2015-HJ14875139-42013,1/9/2019,1/14/2019,Standard Class,Medium
CA-2013-AB10105140-41585,11/7/2017,11/12/2017,Standard Class,Medium
IN-2015-CC1247558-42129,5/5/2019,5/7/2019,Second Class,High
ID-2014-SF2020027-41940,10/28/2018,11/2/2018,Standard Class,Medium
SF-2015-MW8235117-42025,1/21/2019,1/27/2019,Standard Class,Medium
CA-2012-ME18010140-41110,7/20/2016,7/24/2016,Standard Class,Medium
IN-2014-CJ1201027-41810,6/20/2018,6/22/2018,Second Class,Critical
ID-2015-DP1300059-42182,6/27/2019,7/3/2019,Standard Class,Medium
US-2013-SL2015582-41422,5/28/2017,5/29/2017,First Class,Critical
LI-2015-NC834073-42143,5/19/2019,5/21/2019,Second Class,Critical
US-2013-ST2053036-41342,3/9/2017,3/13/2017,Standard Class,High
ID-2012-TH21100118-41125,8/4/2016,8/10/2016,Standard Class,Medium
MX-2015-TB2125031-42289,10/12/2019,10/15/2019,First Class,High
MX-2015-DO1343539-42124,4/30/2019,5/5/2019,Standard Class,Medium
ES-2015-BB1154548-42336,11/28/2019,12/3/2019,Standard Class,High
CA-2015-MP18175140-42283,10/6/2019,10/11/2019,Standard Class,High
CA-2012-MV18190140-40939,1/31/2016,2/5/2016,Standard Class,High
TU-2015-BP1185134-42364,12/26/2019,12/31/2019,Standard Class,Medium
IN-2014-JM1553592-41835,7/15/2018,7/21/2018,Standard Class,Medium
MX-2015-KC1625554-42178,6/23/2019,6/28/2019,Standard Class,Medium
MX-2015-AH1007582-42139,5/15/2019,5/19/2019,Standard Class,High
PL-2015-CB2025103-42347,12/9/2019,12/12/2019,First Class,High
IN-2012-SC200507-41249,12/6/2016,12/10/2016,Standard Class,High
CA-2012-NC18340140-41032,5/3/2016,5/4/2016,First Class,Critical
AL-2012-SC102302-40970,3/2/2016,3/4/2016,Second Class,High
ID-2013-JS1559559-41275,1/1/2017,1/5/2017,Standard Class,High
CA-2013-NW18400140-41532,9/15/2017,9/19/2017,Standard Class,Medium
CA-2013-NG18430140-41600,11/22/2017,11/25/2017,Second Class,High
CA-2015-ND18460140-42166,6/11/2019,6/15/2019,Standard Class,Medium
ID-2013-VW2177559-41473,7/18/2017,7/23/2017,Standard Class,Medium
IN-2015-NF1838511-42279,10/2/2019,10/6/2019,Standard Class,High
ES-2014-JP15460139-41879,8/28/2018,9/3/2018,Standard Class,Medium
IN-2014-EL137357-41943,10/31/2018,11/4/2018,Standard Class,Medium
IN-2014-FH1427559-41991,12/18/2018,12/25/2018,Standard Class,Medium
CA-2014-NZ18565140-41831,7/11/2018,7/12/2018,Same Day,High
IN-2015-BN1147027-42189,7/4/2019,7/8/2019,Standard Class,Medium
EG-2012-RW969038-41165,9/13/2016,9/17/2016,Standard Class,High
IN-2012-DM1352558-41123,8/2/2016,8/5/2016,Second Class,Critical
US-2012-LS1697518-41188,10/6/2016,10/9/2016,Second Class,Medium
CA-2013-PS18760140-41420,5/26/2017,5/28/2017,Second Class,Medium
TU-2015-DS3180134-42298,10/21/2019,10/21/2019,Same Day,High
MW-2015-TS1143085-42220,8/4/2019,8/9/2019,Second Class,Medium
MX-2014-DC1285082-41692,2/22/2018,2/27/2018,Standard Class,Medium
NI-2015-AG67595-42196,7/11/2019,7/15/2019,Second Class,High
TU-2014-TZ11445134-42001,12/28/2018,1/1/2019,Standard Class,Medium
US-2013-FW1439555-41436,6/11/2017,6/13/2017,First Class,Medium
CA-2015-MK17905140-42230,8/14/2019,8/21/2019,Standard Class,Medium
US-2014-MC1757598-41935,10/23/2018,10/27/2018,Second Class,Medium
CA-2015-PP18955140-42272,9/25/2019,9/30/2019,Standard Class,Medium
ES-2015-FG1426045-42153,5/29/2019,5/31/2019,Second Class,Critical
CG-2012-AG52533-41121,7/31/2016,8/6/2016,Standard Class,Medium
ID-2015-WB2185059-42099,4/5/2019,4/10/2019,Standard Class,Medium
IT-2013-GM1444091-41347,3/14/2017,3/17/2017,First Class,High
TS-2015-DM3015133-42318,11/10/2019,11/15/2019,Standard Class,High
MX-2015-JB1540051-42263,9/16/2019,9/18/2019,First Class,High
IN-2015-JS1603097-42223,8/7/2019,8/12/2019,Standard Class,Medium
IN-2014-AM10705102-41891,9/9/2018,9/9/2018,Same Day,High
MX-2015-SF2020039-42255,9/8/2019,9/11/2019,First Class,Critical
CA-2015-MG17890140-42248,9/1/2019,9/6/2019,Standard Class,Medium
CA-2013-PF19120140-41371,4/7/2017,4/11/2017,Standard Class,Medium
IN-2013-PJ1901558-41573,10/26/2017,10/31/2017,Standard Class,Medium
US-2013-PW19240140-41390,4/26/2017,4/30/2017,Standard Class,Medium
EG-2014-RS987038-41974,12/1/2018,12/3/2018,First Class,High
IN-2013-SV2093527-41620,12/12/2017,12/14/2017,First Class,Critical
IN-2015-MD178607-42171,6/16/2019,6/21/2019,Standard Class,High
CA-2013-RF19345140-41448,6/23/2017,6/29/2017,Standard Class,Medium
ES-2015-LS1723045-42159,6/4/2019,6/8/2019,Standard Class,Medium
CA-2015-AB10105140-42220,8/4/2019,8/8/2019,Standard Class,High
IN-2015-CM124457-42315,11/7/2019,11/11/2019,Standard Class,High
IT-2014-SS20140104-41800,6/10/2018,6/14/2018,Standard Class,Medium
CA-2014-RB19465140-41825,7/5/2018,7/5/2018,Same Day,Medium
CA-2014-RD19480140-41703,3/5/2018,3/9/2018,Standard Class,Medium
EG-2014-FP432038-41676,2/6/2018,2/10/2018,Standard Class,High
IN-2015-JK1609058-42288,10/11/2019,10/14/2019,Second Class,High
MX-2012-SM2032036-41234,11/21/2016,11/24/2016,First Class,Critical
US-2015-MG1820518-42130,5/6/2019,5/10/2019,Standard Class,High
US-2014-RB19570140-41898,9/16/2018,9/21/2018,Standard Class,Medium
CA-2014-AB10105140-41672,2/2/2018,2/7/2018,Standard Class,Medium
CA-2014-RL19615140-41789,5/30/2018,6/2/2018,Second Class,High
NI-2013-FA423095-41577,10/30/2017,11/4/2017,Standard Class,Medium
UZ-2014-SG10080142-41923,10/11/2018,10/17/2018,Standard Class,Low
IR-2012-PM913560-40978,3/10/2016,3/12/2016,Second Class,Critical
CA-2012-RB19645140-41144,8/23/2016,8/23/2016,Same Day,Medium
ID-2013-JM1586597-41628,12/20/2017,12/23/2017,First Class,Critical
CA-2012-RF19735140-41126,8/5/2016,8/10/2016,Second Class,Medium
US-2014-RB19795140-41797,6/7/2018,6/13/2018,Standard Class,Medium
CA-2012-RF19840140-41259,12/16/2016,12/18/2016,Second Class,Critical
ES-2012-AF1087014-41179,9/27/2016,10/2/2016,Standard Class,Medium
LH-2014-TB1117575-41851,7/31/2018,8/5/2018,Second Class,Medium
MX-2014-CR1273028-41993,12/20/2018,12/22/2018,First Class,Medium
MX-2013-FH1436582-41558,10/11/2017,10/14/2017,First Class,Medium
ID-2012-BM115757-41149,8/28/2016,9/4/2016,Standard Class,Low
ES-2015-AH100308-42203,7/18/2019,7/18/2019,Same Day,Critical
IN-2015-MG176807-42333,11/25/2019,11/30/2019,Standard Class,Medium
ES-2015-BN11470139-42110,4/16/2019,4/16/2019,Same Day,Critical
CA-2015-AB10105140-42267,9/20/2019,9/26/2019,Standard Class,Low
AU-2012-AG6758-41153,9/1/2016,9/1/2016,Same Day,Critical
US-2014-SM20005140-41814,6/24/2018,6/28/2018,Second Class,Medium
IN-2014-AH10585130-41765,5/6/2018,5/10/2018,Second Class,Medium
ES-2015-SK1999045-42222,8/6/2019,8/7/2019,First Class,Critical
TU-2015-AG675134-42099,4/5/2019,4/10/2019,Standard Class,Medium
MX-2013-AG1090082-41398,5/4/2017,5/9/2017,Standard Class,Medium
ES-2014-DK129858-41681,2/11/2018,2/16/2018,Standard Class,Medium
UP-2014-MC7275137-41997,12/24/2018,12/29/2018,Second Class,Medium
IT-2014-JF15295120-41668,1/29/2018,1/31/2018,Second Class,High
CA-2015-AB10523-42139,5/15/2019,5/15/2019,Same Day,High
MX-2013-RB1933082-41628,12/20/2017,12/22/2017,Second Class,Medium
CA-2014-SJ20125140-41714,3/16/2018,3/20/2018,Standard Class,High
MX-2014-SM2000582-41908,9/26/2018,10/1/2018,Standard Class,Medium
US-2014-EM13960143-41892,9/10/2018,9/10/2018,Same Day,Medium
ES-2015-DH13675139-42182,6/27/2019,6/28/2019,First Class,Medium
CA-2013-OT18730140-41384,4/20/2017,4/24/2017,Standard Class,Medium
CA-2015-SJ20215140-42340,12/2/2019,12/6/2019,Standard Class,High
MX-2015-SS2041082-42179,6/24/2019,6/27/2019,First Class,Medium
ID-2015-JS16030102-42017,1/13/2019,1/18/2019,Standard Class,Medium
US-2014-RA1994598-41674,2/4/2018,2/9/2018,Second Class,Medium
IN-2013-VT2170092-41634,12/26/2017,12/27/2017,First Class,Critical
CA-2012-AB10105140-41262,12/19/2016,12/22/2016,First Class,Medium
RS-2014-RE9405108-41817,6/27/2018,7/3/2018,Standard Class,Medium
IN-2012-NF1859527-40916,1/8/2016,1/12/2016,Second Class,Medium
CA-2014-AH10120140-41992,12/19/2018,12/22/2018,First Class,Medium
CA-2015-AH10120140-42103,4/9/2019,4/13/2019,Standard Class,High
IZ-2015-DC285061-42028,1/24/2019,1/27/2019,Second Class,Medium
ES-2013-CS11950124-41283,1/9/2017,1/10/2017,First Class,Critical
MX-2013-CD1228051-41368,4/4/2017,4/8/2017,Standard Class,Medium
CA-2012-AH10120140-41107,7/17/2016,7/17/2016,Same Day,High
IN-2013-LW1682558-41376,4/12/2017,4/14/2017,Second Class,Critical
CA-2012-SJ20500140-41190,10/8/2016,10/13/2016,Standard Class,Medium
ID-2014-SV2036559-41712,3/14/2018,3/18/2018,Standard Class,Medium
CA-2013-SN20560140-41598,11/20/2017,11/26/2017,Standard Class,Medium
CA-2012-SG20605140-40932,1/24/2016,1/28/2016,Standard Class,High
CA-2015-AH10120140-42234,8/18/2019,8/24/2019,Standard Class,Low
ID-2013-BF11215102-41468,7/13/2017,7/16/2017,First Class,High
CA-2012-SP20650140-41014,4/15/2016,4/19/2016,Standard Class,High
CA-2013-SC20695140-41486,7/31/2017,8/6/2017,Standard Class,Low
US-2014-PB1915018-41973,11/30/2018,12/2/2018,Second Class,High
MX-2012-XP2186539-41032,5/3/2016,5/7/2016,Standard Class,High
IN-2012-TS2137058-41187,10/5/2016,10/9/2016,Standard Class,Medium
MX-2015-ML1741031-42320,11/12/2019,11/16/2019,Standard Class,High
IN-2012-RD199307-41028,4/29/2016,5/2/2016,First Class,High
MX-2012-DP1300093-41038,5/9/2016,5/14/2016,Standard Class,Medium
CA-2015-SV1081523-42361,12/23/2019,12/25/2019,Second Class,Critical
IN-2015-NL1831092-42266,9/19/2019,9/19/2019,Same Day,Critical
CA-2013-SV1036523-41506,8/20/2017,8/24/2017,Second Class,Medium
IT-2015-CA1196548-42195,7/10/2019,7/14/2019,Second Class,High
US-2013-SP20860140-41502,8/16/2017,8/20/2017,Standard Class,High
CA-2013-SS20875140-41598,11/20/2017,11/27/2017,Standard Class,Low
ES-2014-BT1139545-41695,2/25/2018,3/1/2018,Standard Class,High
TU-2015-JG5805134-42236,8/20/2019,8/24/2019,Standard Class,Medium
ES-2013-HZ1495045-41612,12/4/2017,12/5/2017,First Class,Critical
ID-2015-AR105707-42290,10/13/2019,10/18/2019,Standard Class,High
CA-2012-TS21205140-41229,11/16/2016,11/18/2016,First Class,High
IN-2013-JR1570058-41441,6/16/2017,6/22/2017,Standard Class,Medium
KZ-2015-BD132068-42364,12/26/2019,12/30/2019,Standard Class,High
CA-2014-TH21235140-41965,11/22/2018,11/27/2018,Standard Class,Medium
ID-2013-AB101057-41571,10/24/2017,10/30/2017,Standard Class,Medium
ES-2014-LW1699045-41759,4/30/2018,5/3/2018,First Class,Medium
ES-2012-MO17950120-41137,8/16/2016,8/20/2016,Standard Class,Medium
CA-2015-SM20320140-42195,7/10/2019,7/15/2019,Standard Class,Medium
ES-2014-SC2009545-41991,12/18/2018,12/22/2018,Standard Class,High
ES-2015-GP1474064-42189,7/4/2019,7/4/2019,Same Day,Medium
MO-2014-GP474086-41678,2/8/2018,2/9/2018,First Class,Critical
TU-2013-VM11685134-41506,8/20/2017,8/25/2017,Standard Class,Medium
IZ-2015-JB604561-42151,5/27/2019,5/31/2019,Second Class,High
MX-2014-SM2000518-41696,2/26/2018,3/1/2018,First Class,Medium
IT-2012-JR1567048-41238,11/25/2016,11/29/2016,Standard Class,High
IN-2013-CM1216027-41506,8/20/2017,8/24/2017,Standard Class,Medium
US-2014-TC21475140-41874,8/23/2018,8/24/2018,First Class,High
MX-2012-FM1429065-41216,11/3/2016,11/7/2016,Standard Class,High
IN-2012-DP1316558-41173,9/21/2016,9/26/2016,Second Class,High
CA-2014-TB21625140-41768,5/9/2018,5/11/2018,First Class,High
MX-2014-CC1210018-41930,10/18/2018,10/24/2018,Standard Class,Medium
IN-2014-GM1444027-41795,6/5/2018,6/9/2018,Standard Class,Medium
ES-2014-CM1183045-41773,5/14/2018,5/16/2018,Second Class,High
NI-2014-AG33095-41728,3/30/2018,4/3/2018,Standard Class,Medium
CA-2015-AH10120140-42188,7/3/2019,7/6/2019,First Class,Medium
IN-2014-MM1726027-41933,10/21/2018,10/24/2018,Second Class,Critical
ES-2015-ME17320139-42227,8/11/2019,8/14/2019,First Class,Critical
US-2013-ML1804018-41479,7/24/2017,7/26/2017,First Class,High
RS-2015-TB11250108-42040,2/5/2019,2/12/2019,Standard Class,Medium
CA-2015-SV20365140-42268,9/21/2019,9/27/2019,Standard Class,Medium
CA-2015-WB21850140-42320,11/12/2019,11/17/2019,Standard Class,Medium
NI-2015-KM637595-42045,2/10/2019,2/17/2019,Standard Class,Low
CA-2014-AH10120140-41821,7/1/2018,7/4/2018,Second Class,Medium
IN-2015-SJ2021527-42182,6/27/2019,6/27/2019,Same Day,High
MX-2015-HG1502518-42164,6/9/2019,6/11/2019,First Class,High
IN-2014-DB130607-41999,12/26/2018,12/26/2018,Same Day,High
IN-2013-DP131057-41514,8/28/2017,9/2/2017,Second Class,Medium
IR-2013-BM165060-41436,6/11/2017,6/12/2017,First Class,Critical
QA-2015-LM7065105-42362,12/24/2019,12/28/2019,Standard Class,High
IN-2015-MG1789097-42022,1/18/2019,1/22/2019,Standard Class,High
IR-2015-SF1096560-42166,6/11/2019,6/16/2019,Second Class,Medium
IN-2015-ME1732027-42340,12/2/2019,12/6/2019,Standard Class,High
ID-2012-TB2117559-41132,8/11/2016,8/17/2016,Standard Class,Low
MX-2013-NS1864051-41492,8/6/2017,8/9/2017,Second Class,Critical
ES-2013-NM18520120-41634,12/26/2017,12/28/2017,Second Class,Critical
CM-2013-EM406522-41536,9/19/2017,9/23/2017,Standard Class,Medium
ID-2015-AH100757-42367,12/29/2019,12/31/2019,First Class,Medium
US-2012-MD1786098-41249,12/6/2016,12/9/2016,Second Class,High
MO-2014-FM421586-41901,9/19/2018,9/25/2018,Standard Class,Low
US-2013-CL1189018-41459,7/4/2017,7/4/2017,Same Day,Critical
MX-2013-RF1984055-41550,10/3/2017,10/5/2017,Second Class,High
CA-2015-AH10120140-42309,11/1/2019,11/5/2019,Standard Class,Medium
ES-2013-DB1297045-41458,7/3/2017,7/7/2017,Standard Class,High
ES-2015-PC1900048-42337,11/29/2019,12/4/2019,Standard Class,Medium
IT-2014-BD11635139-41887,9/5/2018,9/11/2018,Standard Class,Medium
CA-2015-AS10135140-42328,11/20/2019,11/23/2019,First Class,Medium
CA-2013-AS13523-41403,5/9/2017,5/13/2017,Standard Class,Medium
IN-2012-JM1553566-41069,6/9/2016,6/16/2016,Standard Class,Low
ID-2013-JK15325130-41639,12/31/2017,1/2/2018,Second Class,Medium
IN-2014-MF1766527-41947,11/4/2018,11/8/2018,Second Class,High
IN-2014-TB2159558-41968,11/25/2018,11/29/2018,Second Class,High
ES-2014-EB13930139-41962,11/19/2018,11/24/2018,Standard Class,High
ES-2013-DG13300120-41626,12/18/2017,12/22/2017,Second Class,Medium
CA-2014-AS10135140-41957,11/14/2018,11/20/2018,Standard Class,Medium
ES-2013-JH1582048-41306,2/1/2017,2/4/2017,First Class,High
IT-2015-DW13540120-42336,11/28/2019,12/3/2019,Standard Class,High
ES-2013-JW1595545-41354,3/21/2017,3/23/2017,Second Class,Critical
IN-2015-LA1678027-42148,5/24/2019,5/29/2019,Second Class,Medium
ES-2014-FM1421564-41804,6/14/2018,6/16/2018,First Class,Medium
YM-2013-DW3540145-41450,6/25/2017,6/26/2017,First Class,High
MX-2012-KH1636039-41208,10/26/2016,10/30/2016,Standard Class,High
MX-2015-SC2038093-42151,5/27/2019,5/31/2019,Standard Class,Medium
MX-2014-MC1757518-41982,12/9/2018,12/11/2018,Second Class,Critical
MX-2014-MC1763582-41921,10/9/2018,10/14/2018,Standard Class,High
NI-2013-JD579095-41510,8/24/2017,8/26/2017,Second Class,Critical
MX-2015-AG1076539-42133,5/9/2019,5/14/2019,Standard Class,High
UP-2015-XP11865137-42209,7/24/2019,7/29/2019,Standard Class,Medium
US-2012-LH1675036-41129,8/8/2016,8/8/2016,Same Day,High
CA-2012-AB10150140-40972,3/4/2016,3/7/2016,Second Class,Medium
ID-2013-NL1831059-41472,7/17/2017,7/18/2017,First Class,High
CA-2014-LH17155140-41984,12/11/2018,12/16/2018,Second Class,Medium
IN-2012-BM1178527-40977,3/9/2016,3/11/2016,First Class,Critical
ES-2013-GB1457548-41297,1/23/2017,1/27/2017,Standard Class,Medium
US-2013-KC16540132-41404,5/10/2017,5/16/2017,Standard Class,Medium
MZ-2013-EH418587-41591,11/13/2017,11/19/2017,Standard Class,Medium
ES-2015-JE15745139-42162,6/7/2019,6/11/2019,Second Class,High
MX-2014-BD1177039-41817,6/27/2018,7/1/2018,Standard Class,Medium
ES-2015-DJ1342045-42035,1/31/2019,2/4/2019,Standard Class,High
ES-2012-HK1489045-41216,11/3/2016,11/5/2016,Second Class,Critical
CA-2015-AB10150140-42252,9/5/2019,9/9/2019,Standard Class,Medium
IT-2013-DA1345045-41590,11/12/2017,11/16/2017,Standard Class,Medium
MX-2012-ND1837028-41160,9/8/2016,9/12/2016,Standard Class,High
ES-2013-SH2063548-41516,8/30/2017,9/2/2017,Second Class,Medium
CA-2015-ML17755140-42340,12/2/2019,12/8/2019,Standard Class,Medium
IN-2014-EB139307-41914,10/2/2018,10/5/2018,Second Class,High
